x,y,z
-22.13496017,20.64806747,-1.77895463
-22.43496132,20.44806671,-1.52895463
-22.23496056,20.54806709,-1.57895458
-22.93496132,21.04806709,-1.37895465
-22.93496132,21.09806633,-1.87895465
-22.93496132,21.34806633,-1.62895465
-22.93496132,21.09806633,-1.47895455
-22.93496132,21.14806747,-1.4289546
-22.93496132,21.24806786,-1.57895458
-22.93496132,21.24806786,-1.4289546
-22.93496132,21.19806671,-1.37895465
-22.93496132,21.29806709,-1.52895463
-22.93496132,21.34806633,-1.52895463
-22.98496056,21.34806633,-1.4289546
-22.93496132,21.39806747,-1.4289546
-22.93496132,21.34806633,-1.32895458
-22.93496132,21.64806747,-1.77895463
-23.03495979,21.74806786,-1.87895465
-23.03495979,21.79806709,-1.82895458
-22.98496056,21.84806633,-1.97895455
-22.93496132,21.79806709,-1.87895465
-23.03495979,21.74806786,-1.72895455
-22.98496056,21.69806671,-1.72895455
-22.93496132,21.74806786,-1.6789546
-22.93496132,21.84806633,-1.77895463
-22.93496132,21.79806709,-1.6789546
-23.03495979,21.64806747,-1.4289546
-22.98496056,21.49806786,-1.4289546
-22.93496132,21.49806786,-1.4289546
-22.98496056,21.59806633,-1.4289546
-22.98496056,21.59806633,-1.37895465
-22.98496056,21.84806633,-1.57895458
-22.98496056,21.84806633,-1.47895455
-23.03495979,21.79806709,-1.37895465
-23.03495979,21.89806747,-1.97895455
-22.98496056,21.89806747,-1.97895455
-22.93496132,22.04806709,-1.82895458
-23.03495979,22.04806709,-1.6789546
-22.98496056,21.89806747,-1.62895465
-23.03495979,22.24806786,-1.97895455
-23.08496094,22.19806671,-1.82895458
-23.03495979,22.19806671,-1.82895458
-22.93496132,22.14806747,-1.97895455
-22.98496056,22.19806671,-1.9289546
-22.98496056,22.24806786,-1.9289546
-22.98496056,22.24806786,-1.82895458
-22.93496132,22.19806671,-1.87895465
-22.98496056,22.19806671,-1.77895463
-22.93496132,22.24806786,-1.6789546
-23.18496132,22.24806786,-1.57895458
-22.98496056,21.89806747,-1.37895465
-23.03495979,22.19806671,-1.47895455
-22.98496056,22.19806671,-1.47895455
-22.73496056,20.84806633,-1.9289546
-22.83496094,20.89806747,-1.97895455
-22.83496094,21.04806709,-1.82895458
-22.78495979,20.99806786,-1.9289546
-22.78495979,21.04806709,-1.9289546
-22.88496017,20.89806747,-1.77895463
-22.88496017,20.89806747,-1.6789546
-22.83496094,20.94806671,-1.6789546
-22.88496017,21.04806709,-1.6789546
-22.83496094,20.99806786,-1.6789546
-22.73496056,20.94806671,-1.77895463
-22.73496056,20.89806747,-1.62895465
-22.73496056,20.94806671,-1.6789546
-22.78495979,20.99806786,-1.77895463
-22.73496056,21.04806709,-1.77895463
-22.73496056,20.99806786,-1.62895465
-22.73496056,21.04806709,-1.62895465
-22.68496132,20.74806786,-1.9289546
-22.53495979,20.74806786,-1.9289546
-22.58496094,20.74806786,-1.87895465
-22.53495979,20.69806671,-1.82895458
-22.68496132,20.74806786,-1.72895455
-22.68496132,20.74806786,-1.6789546
-22.63496017,20.79806709,-1.72895455
-22.63496017,20.84806633,-1.72895455
-22.68496132,20.79806709,-1.6789546
-22.53495979,20.74806786,-1.6789546
-22.58496094,20.84806633,-1.72895455
-22.53495979,20.79806709,-1.6789546
-22.53495979,20.84806633,-1.6789546
-22.63496017,21.04806709,-1.9289546
-22.58496094,20.94806671,-1.87895465
-22.53495979,21.04806709,-1.82895458
-22.63496017,20.99806786,-1.62895465
-22.53495979,20.99806786,-1.72895455
-22.58496094,20.99806786,-1.62895465
-22.53495979,21.04806709,-1.62895465
-22.73496056,20.84806633,-1.57895458
-22.88496017,20.89806747,-1.57895458
-22.88496017,20.94806671,-1.52895463
-22.83496094,20.89806747,-1.52895463
-22.88496017,21.04806709,-1.52895463
-22.88496017,20.99806786,-1.4289546
-22.73496056,20.94806671,-1.47895455
-22.78495979,20.99806786,-1.52895463
-22.78495979,21.04806709,-1.52895463
-22.73496056,20.99806786,-1.52895463
-22.78495979,20.99806786,-1.47895455
-22.73496056,21.04806709,-1.47895455
-22.88496017,21.04806709,-1.32895458
-22.73496056,21.04806709,-1.37895465
-22.68496132,20.94806671,-1.47895455
-22.58496094,21.04806709,-1.47895455
-22.68496132,20.89806747,-1.37895465
-22.63496017,20.89806747,-1.37895465
-22.73496056,21.24806786,-1.97895455
-22.83496094,21.19806671,-1.6789546
-22.78495979,21.14806747,-1.6789546
-22.73496056,21.09806633,-1.6789546
-22.88496017,21.29806709,-1.62895465
-22.78495979,21.34806633,-1.77895463
-22.73496056,21.39806747,-1.72895455
-22.63496017,21.14806747,-1.6789546
-22.63496017,21.14806747,-1.62895465
-22.68496132,21.19806671,-1.62895465
-22.63496017,21.24806786,-1.6789546
-22.53495979,21.14806747,-1.62895465
-22.63496017,21.34806633,-1.6789546
-22.53495979,21.29806709,-1.77895463
-22.53495979,21.34806633,-1.62895465
-22.88496017,21.09806633,-1.47895455
-22.88496017,21.14806747,-1.47895455
-22.83496094,21.14806747,-1.4289546
-22.83496094,21.19806671,-1.47895455
-22.78495979,21.09806633,-1.52895463
-22.78495979,21.14806747,-1.57895458
-22.78495979,21.14806747,-1.47895455
-22.78495979,21.19806671,-1.57895458
-22.78495979,21.24806786,-1.57895458
-22.73496056,21.19806671,-1.47895455
-22.73496056,21.19806671,-1.37895465
-22.88496017,21.29806709,-1.4289546
-22.83496094,21.34806633,-1.47895455
-22.88496017,21.44806671,-1.4289546
-22.78495979,21.44806671,-1.57895458
-22.78495979,21.44806671,-1.47895455
-22.68496132,21.09806633,-1.52895463
-22.63496017,21.09806633,-1.4289546
-22.63496017,21.14806747,-1.47895455
-22.63496017,21.24806786,-1.57895458
-22.63496017,21.19806671,-1.47895455
-22.58496094,21.14806747,-1.52895463
-22.53495979,21.19806671,-1.52895463
-22.58496094,21.24806786,-1.47895455
-22.53495979,21.19806671,-1.47895455
-22.58496094,21.14806747,-1.37895465
-22.58496094,21.14806747,-1.32895458
-22.53495979,21.19806671,-1.37895465
-22.53495979,21.24806786,-1.37895465
-22.68496132,21.44806671,-1.57895458
-22.63496017,21.44806671,-1.57895458
-22.63496017,21.44806671,-1.52895463
-22.53495979,21.29806709,-1.57895458
-22.53495979,21.29806709,-1.47895455
-22.58496094,21.39806747,-1.52895463
-22.58496094,21.44806671,-1.52895463
-22.53495979,21.39806747,-1.52895463
-22.53495979,21.44806671,-1.52895463
-22.63496017,21.44806671,-1.37895465
-22.43496132,20.74806786,-1.9289546
-22.48496056,20.74806786,-1.87895465
-22.48496056,20.79806709,-1.97895455
-22.43496132,20.79806709,-1.9289546
-22.43496132,20.79806709,-1.82895458
-22.38496017,20.69806671,-1.9289546
-22.38496017,20.79806709,-1.82895458
-22.38496017,20.84806633,-1.82895458
-22.48496056,20.69806671,-1.77895463
-22.43496132,20.69806671,-1.6789546
-22.48496056,20.79806709,-1.77895463
-22.43496132,20.84806633,-1.77895463
-22.38496017,20.74806786,-1.6789546
-22.38496017,20.84806633,-1.6789546
-22.48496056,20.89806747,-1.87895465
-22.43496132,20.94806671,-1.82895458
-22.48496056,20.99806786,-1.87895465
-22.38496017,20.94806671,-1.9289546
-22.38496017,20.89806747,-1.87895465
-22.38496017,20.94806671,-1.82895458
-22.33496094,20.89806747,-1.87895465
-22.38496017,21.04806709,-1.9289546
-22.33496094,21.04806709,-1.9289546
-22.38496017,20.99806786,-1.82895458
-22.48496056,20.94806671,-1.72895455
-22.43496132,20.89806747,-1.6789546
-22.48496056,21.04806709,-1.77895463
-22.43496132,21.04806709,-1.72895455
-22.48496056,21.04806709,-1.6789546
-22.33496094,20.89806747,-1.72895455
-22.38496017,20.89806747,-1.6789546
-22.33496094,21.04806709,-1.77895463
-22.38496017,20.99806786,-1.62895465
-22.33496094,20.99806786,-1.6789546
-22.28495979,20.74806786,-1.87895465
-22.23496056,20.69806671,-1.82895458
-22.23496056,20.74806786,-1.82895458
-22.28495979,20.79806709,-1.87895465
-22.28495979,20.84806633,-1.82895458
